epoch,train_loss,val_loss,val_mae,lr,seconds
0,0.2741022306435757,0.21668855372411097,32.70394778251648,0.000299794430213186,5.283662796020508
1,0.24797292172915614,0.2201164734903066,33.22795605659485,0.00029917828430524096,10.580815315246582
2,0.23801314423429815,0.2226990411633594,33.32088303565979,0.00029815325108927063,15.888263940811157
3,0.23084179826046214,0.2176403427043063,32.793616771698,0.0002967221401100708,21.204224824905396
4,0.2261631280188916,0.2320764471275351,33.497846841812134,0.0002948888739433602,26.495592832565308
5,0.2220065784875189,0.21642538266814118,32.204840660095215,0.00029265847744427303,31.78681254386902
6,0.21842973040054642,0.21601776697907515,32.88167405128479,0.00029003706397458023,37.06969356536865
7,0.2153532844032761,0.21803763069466714,32.68064880371094,0.0002870318186463901,42.348597049713135
8,0.21094365959980746,0.22508492560851195,32.9953088760376,0.00028365097862825513,47.628127574920654
9,0.20841077877885053,0.21806001955924575,32.60675263404846,0.0002799038105676658,52.90088391304016
10,0.20447321320507164,0.2175869040821339,32.61665201187134,0.0002758005851918136,58.2143132686615
11,0.2023298050487709,0.22463696792461518,33.047664165496826,0.0002713525491562421,63.49774193763733
12,0.19966707221791768,0.22016425498808753,32.40607786178589,0.0002665718942185456,68.79218673706055
13,0.19757736496521863,0.22786197190639323,33.054609537124634,0.00026147172382160914,74.07922911643982
14,0.19502588409623675,0.22722092997454954,33.33554649353027,0.00025606601717798207,79.37588930130005
15,0.19298131625077344,0.22632621573457543,32.963462114334106,0.0002503695909538287,84.6566231250763
16,0.1903034778671269,0.24547750331634066,34.5866117477417,0.0002443980586574756,89.97070717811584
17,0.18893942890710233,0.22964385449171965,33.10552358627319,0.00023816778784387094,95.26403045654297
