epoch,train_loss,val_loss,val_mae,lr,seconds
0,0.25901327783777633,0.21469777053029226,32.53521490097046,0.000299794430213186,3.8713369369506836
1,0.2367180029063848,0.21403266349355593,32.84533619880676,0.00029917828430524096,7.77746319770813
2,0.22753686295487394,0.22356864783966898,34.066277503967285,0.00029815325108927063,11.65663480758667
3,0.21998386676246318,0.2169039485124186,32.728924036026,0.0002967221401100708,15.538766145706177
4,0.21336286789595935,0.21826887712088394,32.90635561943054,0.0002948888739433602,19.42379641532898
5,0.20820667514012492,0.21881506090709274,32.89289975166321,0.00029265847744427303,23.287343978881836
6,0.20303670724498296,0.21569832931532598,32.66886830329895,0.00029003706397458023,27.173558235168457
7,0.19847738887066213,0.21814920047982453,33.2007622718811,0.0002870318186463901,31.058043003082275
8,0.1945825213859659,0.21696572623498064,32.85769605636597,0.00028365097862825513,34.94812273979187
9,0.19038550036569346,0.2239068706069495,33.24530267715454,0.0002799038105676658,38.86669111251831
10,0.18595965237537287,0.2220458709041137,33.030741691589355,0.0002758005851918136,42.7450225353241
11,0.18240948397079315,0.22011344213727102,33.05555748939514,0.0002713525491562421,46.65526342391968
12,0.1785188016628316,0.21724720502665784,32.45439147949219,0.0002665718942185456,50.56574201583862
13,0.17514338379818578,0.2149317438843152,32.16227149963379,0.00026147172382160914,54.44852590560913
14,0.17268895113906776,0.2265880285992822,33.51169967651367,0.00025606601717798207,58.370919704437256
15,0.16954098649216665,0.22859154040717383,33.573899030685425,0.0002503695909538287,62.25403571128845
16,0.16622669564423312,0.2256743431315821,33.27032685279846,0.0002443980586574756,66.14297914505005
17,0.16425079334913895,0.22589777417344026,33.560869216918945,0.00023816778784387094,70.01961255073547
18,0.16186616750503108,0.23036065624193192,34.020615339279175,0.00023169585525225405,73.90133619308472
19,0.15953586116681653,0.23648003729534617,34.29806184768677,0.000225,77.80162143707275
20,0.15776988150868637,0.2298796235487731,33.79421257972717,0.00021809857496093199,81.70066404342651
21,0.15582009472746694,0.23191983300132465,34.06189250946045,0.00021101049646137003,85.58430600166321
22,0.15381367868564555,0.22751511571655234,33.73670816421509,0.000203755192431795,89.46603512763977
23,0.15264010134160166,0.22925071707940403,33.98651671409607,0.0001963525491562421,93.34386372566223
24,0.15117575382016724,0.2307859238982541,33.94606304168701,0.0001888228567653781,97.2357850074768
25,0.1495490086079327,0.22621664349761486,33.64447474479675,0.00018118675362266385,101.10727405548096
