epoch,train_loss,val_loss,val_mae,lr,seconds
0,0.26570958802266764,0.21514810403008913,32.370097160339355,0.000299794430213186,19.12056064605713
1,0.23939168322130058,0.2198179615862415,32.744786977767944,0.00029917828430524096,38.16847491264343
2,0.22971238653887596,0.21858645063933274,32.563868284225464,0.00029815325108927063,57.397379875183105
3,0.22220597634056427,0.22035098043210347,32.557754039764404,0.0002967221401100708,76.58646368980408
4,0.21634340436214416,0.2436530625724232,34.57129883766174,0.0002948888739433602,95.76231503486633
5,0.21027998711630516,0.22570470603255835,32.925442695617676,0.00029265847744427303,114.84894180297852
6,0.2042475935141947,0.22426751725083957,33.420355796813965,0.00029003706397458023,134.11380457878113
7,0.19925882448982157,0.22333380147081683,32.97385931015015,0.0002870318186463901,153.37445998191833
8,0.19352879970147074,0.23202845414926332,33.4144332408905,0.00028365097862825513,172.5850372314453
9,0.1888267110600445,0.2307745729501954,33.67837142944336,0.0002799038105676658,191.75801396369934
10,0.18376602783446477,0.23555305705789206,34.04608082771301,0.0002758005851918136,211.03297090530396
11,0.17927463200927307,0.24307468362920512,34.2697114944458,0.0002713525491562421,230.22552275657654
12,0.1747917071521996,0.23559847136479156,33.865421772003174,0.0002665718942185456,249.39932894706726
