epoch,train_loss,val_loss,val_mae,lr,seconds
0,0.2728880664015699,0.21800082038389387,32.65781831741333,0.000299794430213186,20.550951957702637
1,0.2479251941860395,0.22002871751771672,33.095690965652466,0.00029917828430524096,41.143189430236816
2,0.23922803836590553,0.22118697638191082,33.155433893203735,0.00029815325108927063,61.79215049743652
3,0.23146150063679985,0.21952018956624542,32.86061382293701,0.0002967221401100708,82.3942289352417
4,0.22569122067446887,0.2362529078332437,33.71142530441284,0.0002948888739433602,102.98946475982666
5,0.22013033053459455,0.2189218327547641,32.248823165893555,0.00029265847744427303,123.55513882637024
6,0.2165590184113311,0.2220620483469574,33.23523163795471,0.00029003706397458023,144.0881905555725
7,0.21278254206651698,0.22115962701925007,32.80757141113281,0.0002870318186463901,164.6231234073639
8,0.20870405760417524,0.23023586882914654,33.16487789154053,0.00028365097862825513,185.18358302116394
9,0.20560568311394262,0.22482895480009427,33.194257974624634,0.0002799038105676658,205.72624373435974
10,0.2018375330151948,0.2255386477218291,33.119194984436035,0.0002758005851918136,226.30697751045227
11,0.19942738013480263,0.23505934583563848,33.59221363067627,0.0002713525491562421,246.8874213695526
12,0.19665786395343343,0.22894450231762375,33.080148220062256,0.0002665718942185456,267.42705059051514
13,0.1935499989350714,0.2377735414457109,33.772624254226685,0.00026147172382160914,288.0613796710968
14,0.1906850301593933,0.23379823789145082,33.75690221786499,0.00025606601717798207,308.6066348552704
15,0.18804009990098722,0.23487845203359708,33.86442589759827,0.0002503695909538287,329.14112186431885
16,0.1850249872189742,0.25314262652897884,35.11588764190674,0.0002443980586574756,349.6912434101105
17,0.18289881936372732,0.24071248939913328,34.07271385192871,0.00023816778784387094,370.2455747127533
